Reference area,TIME_PERIOD,OBS_VALUE
Türkiye,2009,51682.23
Türkiye,2008,50815.3
Türkiye,2007,49994.15
Türkiye,2006,49172.48
Türkiye,2023,65424.25
Türkiye,2022,64678.25
Türkiye,2021,63707.75
Türkiye,2020,62576.65
Türkiye,2019,61467.88
Türkiye,2018,60653.27
Türkiye,2017,59892.75
Türkiye,2016,58739.02
Türkiye,2015,57869.55
United Kingdom,2013,51304
United Kingdom,2012,50975
United Kingdom,1998,45719.5
United Kingdom,1997,45542
United Kingdom,1996,45381.5
United Kingdom,1995,45224.75
United Kingdom,1994,45090.75
United Kingdom,1993,45029.5
United Kingdom,2011,50647
United Kingdom,2010,50212.5
United Kingdom,2009,49769.5
United Kingdom,2008,49362.5
United Kingdom,2007,48901.75
United Kingdom,2006,48426.25
United Kingdom,2005,47984
United Kingdom,2004,47521.25
United Kingdom,2003,47145.5
United Kingdom,2002,46821
United Kingdom,2001,46504.25
United Kingdom,2000,46194.75
United Kingdom,1999,45937.5
United Kingdom,2023,54794.75
United Kingdom,2022,54150.5
United Kingdom,2021,53680
United Kingdom,2020,53505
United Kingdom,2019,53310.5
United Kingdom,2018,53034.5
United Kingdom,2017,52752.25
United Kingdom,2016,52466.5
United Kingdom,2015,52086.25
Canada,1995,22660.03
Canada,2023,32502.07
Canada,1981,18814.34
Canada,1980,18483.55
Canada,1979,18119.42
Canada,1978,17778.86
Canada,1977,17435.46
Canada,1976,17058.05
Canada,1994,22367.75
Canada,1993,22092.87
Canada,1992,21820.16
Canada,1991,21533.31
Canada,1990,21214.73
Canada,1989,20898.47
Canada,1988,20612.17
Canada,1987,20348.15
Canada,1986,20093.18
Canada,1985,19842.82
Canada,1984,19597.86
Canada,1983,19354.97
Canada,1982,19103.43
Canada,2022,31772.06
Canada,2021,31326.16
Canada,2020,31052.59
Canada,2019,30694.8
Canada,2018,30220.68
Canada,2017,29764.22
Canada,2016,29385.97
Canada,2015,29076.47
Canada,2014,28843.71
Canada,2013,28546.43
Canada,2012,28230.9
Canada,2011,27904.93
Canada,2010,27576.17
Canada,2009,27207.39
Canada,2008,26830.65
Canada,2007,26469.17
Canada,2006,26121.75
Canada,2005,25754.68
Canada,2004,25408.07
Canada,2003,25079.93
Canada,2002,24768.57
Canada,2001,24419.36
Canada,2000,24089.7
Canada,1999,23781.46
Canada,1998,23515.73
Canada,1997,23246.67
New Zealand,2006,3251.425
New Zealand,2005,3198.775
New Zealand,1991,2645.8
New Zealand,1990,2611.7
New Zealand,1989,2584.375
New Zealand,1988,2572.25
New Zealand,1987,2555.025
New Zealand,1986,2532.575
New Zealand,2004,3150
New Zealand,2003,3092.925
New Zealand,2002,3023.4
New Zealand,2001,2965.65
New Zealand,2000,2938.475
New Zealand,1999,2916.9
New Zealand,1998,2896.875
New Zealand,1997,2870
New Zealand,1996,2831
New Zealand,1995,2784.925
New Zealand,1994,2742.9
New Zealand,1993,2705.95
New Zealand,1992,2675.25
New Zealand,2023,4219.15
New Zealand,2022,4112.6
New Zealand,2021,4096.275
New Zealand,2020,4073.7
New Zealand,2019,3984.45
New Zealand,2018,3910.05
New Zealand,2017,3828.575
New Zealand,2016,3740.9
New Zealand,2015,3640.525
New Zealand,2014,3553.5
New Zealand,2013,3484.925
New Zealand,2012,3449.1
New Zealand,2011,3425.15
New Zealand,2010,3395.55
New Zealand,2009,3355.55
New Zealand,2008,3319.575
Italy,2018,52027.23
Italy,2017,52052.52
Italy,2003,49128.9
Italy,2002,49110.75
Italy,2001,48964.6
Italy,2000,48772.2
Italy,1999,48586.75
Italy,1998,48470.05
Italy,2016,52058.45
Italy,2015,52070.23
Italy,2014,52009.1
Italy,2013,51767.88
Italy,2012,51457.25
Italy,2011,51221.07
Italy,2010,50995.8
Italy,2009,50756.25
Italy,2008,50415.2
Italy,2007,49998.07
Italy,2006,49742.07
Italy,2005,49448.13
Italy,2004,49022.68
Italy,2023,51184.98
Italy,2022,51174.6
Italy,2021,51305.68
Italy,2020,51977.23
Slovenia,2019,1770.8
Slovenia,2018,1757.2
Slovenia,2004,1707.6
Slovenia,2003,1700.4
Slovenia,2002,1690.25
Slovenia,2001,1683.35
Slovenia,2000,1674.85
Slovenia,1999,1658.275
Slovenia,2017,1756.9
Slovenia,2016,1757.35
Slovenia,2015,1758.25
Slovenia,2014,1759.55
Slovenia,2013,1760.25
Slovenia,2012,1761
Slovenia,2011,1759.8
Slovenia,2010,1759.95
Slovenia,2009,1752.55
Slovenia,2008,1750.975
Slovenia,2007,1733.85
Slovenia,2006,1723.625
Slovenia,2005,1713.575
Slovenia,2023,1754.65
Slovenia,2022,1742.925
Slovenia,2021,1744.15
Finland,2018,4612.25
Finland,2017,4597.4
Finland,2003,4269.125
Finland,2002,4250.85
Finland,2001,4232.875
Finland,2000,4216.15
Finland,1999,4115.65
Finland,1998,3931.25
Finland,2016,4581.05
Finland,2015,4562.025
Finland,2014,4545.575
Finland,2013,4524.75
Finland,2012,4502.5
Finland,2011,4477.6
Finland,2010,4456.15
Finland,2009,4427.75
Finland,2008,4396.775
Finland,2007,4368.325
Finland,2006,4338.65
Finland,2005,4313.95
Finland,2004,4287.05
Finland,2023,4667
Finland,2022,4630.175
Finland,2021,4610.825
Finland,2020,4643.075
Luxembourg,2023,545.075
Luxembourg,2022,531.175
Luxembourg,2008,380.55
Luxembourg,2007,378.125
Luxembourg,2006,372.8
Luxembourg,2005,364.8
Luxembourg,2004,361
Luxembourg,2003,358.5
Luxembourg,2021,522.9
Luxembourg,2020,515.8
Luxembourg,2019,505.025
Luxembourg,2018,495
Luxembourg,2017,485.1
Luxembourg,2016,471.9
Luxembourg,2015,459.9
Luxembourg,2014,434.225
Luxembourg,2013,426.875
Luxembourg,2012,423.6
Luxembourg,2011,410.425
Luxembourg,2010,400.15
Brazil,2010,37691.79
Brazil,2009,37122.54
Brazil,2008,36510.8
Brazil,2007,35900.31
Brazil,2006,35272.97
Brazil,2005,34808.44
Brazil,2004,34080.43
Brazil,2003,33400.73
Brazil,2014,40219.04
Brazil,2013,39471.96
Brazil,2012,38902.48
Costa Rica,2018,3889.761
Costa Rica,2017,3835.97
Costa Rica,2016,3778.42
Costa Rica,2015,3716.441
Costa Rica,2014,3652.93
Costa Rica,2013,3589.698
Costa Rica,2012,3526.173
Costa Rica,2011,3458.942
Costa Rica,2023,4153.476
Costa Rica,2022,4100.434
Costa Rica,2021,4048.866
Costa Rica,2020,3995.963
France,2023,54781.85
France,2022,54427.5
France,2008,49492.2
France,2007,49235.88
France,2006,48922.18
France,2005,48551.7
France,2004,48129.7
France,2003,47733.2
France,2021,53885.88
France,2020,53811.05
France,2019,53599.65
France,2018,53395.35
France,2017,53177.65
France,2016,52942.1
France,2015,52665.48
France,2014,52401.35
France,2013,50720.88
France,2012,50438.27
France,2011,50207.4
France,2010,49963.18
Japan,2004,109775.8
Japan,2003,109511.7
Japan,1960,65082.5
Japan,1959,64163.33
Japan,1958,62883.33
Japan,1957,61686.67
Japan,1956,60439.17
Japan,1955,59175.83
Japan,1973,82185.84
Japan,1972,80859.16
Japan,1971,79670.84
Japan,1970,78765.84
Japan,1969,77724.16
Japan,1968,76695
Japan,1967,75530
Japan,1966,74280
Japan,1965,72835.84
Japan,1964,71174.16
Japan,1963,69346.66
Japan,1962,67515.84
Japan,1961,65950
Japan,2002,109179.2
Japan,2001,108770.8
Japan,2000,108230.8
Japan,1999,107685.8
Japan,1998,107175
Japan,1997,106499.2
Japan,1996,105623.3
Japan,1995,105027.5
Japan,1994,104357.5
Japan,1993,103552.5
Japan,1992,102575.8
Japan,1991,101544.2
Japan,1990,100410
Japan,1989,99245.84
Japan,1988,98005.84
Japan,1987,96679.16
Japan,1986,95330.84
Japan,1985,94136.66
Japan,1984,92997.5
Japan,1983,91937.5
Japan,1982,90834.16
Japan,1981,89864.16
Japan,1980,88991.66
Japan,1979,87956.66
Japan,1978,87010.84
Japan,1977,86090.84
Japan,1976,85169.16
Japan,1975,84181.66
Japan,1974,83176.66
Japan,2023,110095.8
Japan,2022,110299.2
Japan,2021,110785
Japan,2020,110990.8
Japan,2019,111029.2
Japan,2018,111074.2
Japan,2017,111109.2
Japan,2016,111088.3
Japan,2015,111045.8
Japan,2014,111030.8
Japan,2013,111027.5
Japan,2012,111076.7
Japan,2011,111132.5
Japan,2010,111047.5
Japan,2009,110960
Japan,2008,110809.2
Japan,2007,110594.2
Japan,2006,110219.2
Costa Rica,2018,3889.761
Costa Rica,2017,3835.97
Costa Rica,2016,3778.42
Costa Rica,2015,3716.441
Costa Rica,2014,3652.93
Costa Rica,2013,3589.698
Costa Rica,2012,3526.173
Costa Rica,2011,3458.942
Costa Rica,2023,4153.476
Costa Rica,2022,4100.434
Costa Rica,2021,4048.866
Costa Rica,2020,3995.963
Ireland,2020,3976.975
Ireland,2019,3919.375
Ireland,2005,3293.425
Ireland,2004,3214.05
Ireland,2003,3155.675
Ireland,2002,3097.85
Ireland,2001,3031.525
Ireland,2000,2971.825
Ireland,2018,3852.4
Ireland,2017,3794.6
Ireland,2016,3742.4
Ireland,2015,3693.475
Ireland,2014,3653.65
Ireland,2013,3625.2
Ireland,2012,3608.25
Ireland,2011,3600.25
Ireland,2010,3598.775
Ireland,2009,3598.1
Ireland,2008,3577.075
Ireland,2007,3508.775
Ireland,2006,3384.45
Ireland,2023,4236.6
Ireland,2022,4112.8
G7,2012,604303.4
G7,2011,599270.8
G7,2010,596410.9
G7,2009,594423.3
G7,2008,591054.8
G7,2007,587379.1
G7,2006,582496.7
G7,2005,577853.6
G7,2023,642433.7
G7,2022,637467.3
G7,2021,633480.4
G7,2020,632796.6
G7,2019,630496.9
G7,2018,628332.8
G7,2017,624650.3
G7,2016,622029.8
G7,2015,617814.9
G7,2014,613381.6
Austria,2019,7430.175
Austria,2018,7396.65
Austria,2004,6715.375
Austria,2003,6665.975
Austria,2002,6556.725
Austria,2001,6616
Austria,2000,6584.25
Austria,1999,6524.55
Austria,2017,7364.25
Austria,2016,7336.175
Austria,2015,7246.2
Austria,2014,7179.525
Austria,2013,7117.575
Austria,2012,7065.75
Austria,2011,7019.825
Austria,2010,6987.375
Austria,2009,6956.9
Austria,2008,6923.45
Austria,2007,6880.5
Austria,2006,6834
Austria,2005,6781.075
Austria,2023,7656.175
Austria,2022,7578.575
Austria,2021,7504.65
Germany,2012,68840.98
Germany,2011,68540.42
Germany,2010,68786.4
Germany,2009,70210.23
Germany,2008,70357.02
Germany,2007,70313
Germany,2006,70250.63
Germany,2005,70069.98
Germany,2023,72132.02
Germany,2022,71670
Germany,2021,71052.58
Germany,2020,71130.88
Germany,2019,70694.35
Germany,2018,70790.2
Germany,2017,70715.42
Germany,2016,70550.9
Germany,2015,70070.05
Germany,2014,69463.33
Denmark,2019,4857.2
Denmark,2018,4829.55
Denmark,2004,4388.575
Denmark,2003,4369.35
Denmark,2002,4356.65
Denmark,2001,4351.65
Denmark,2000,4340.675
Denmark,1999,4333.075
Denmark,2017,4798.175
Denmark,2016,4762.325
Denmark,2015,4714.05
Denmark,2014,4672.2
Denmark,2013,4634.475
Denmark,2012,4603.475
Denmark,2011,4573.6
Denmark,2010,4543.325
Denmark,2009,4511.425
Denmark,2008,4476.5
Denmark,2007,4435.125
Denmark,2006,4427.475
Denmark,2005,4405.325
Denmark,2023,4995.25
Denmark,2022,4944.5
Denmark,2021,4897.65
Netherlands,2020,14466.33
Netherlands,2019,14350.78
Netherlands,2005,13117.2
Netherlands,2004,13099.6
Netherlands,2003,13025.55
Netherlands,2002,12944.9
Netherlands,2001,12849.5
Netherlands,2000,12730.78
Netherlands,2018,14232.47
Netherlands,2017,14125.65
Netherlands,2016,13989.67
Netherlands,2015,13874.1
Netherlands,2014,13815.3
Netherlands,2013,13752.65
Netherlands,2012,13631.6
Netherlands,2011,13520.8
Netherlands,2010,13456.65
Netherlands,2009,13393.15
Netherlands,2008,13315.22
Netherlands,2007,13233.63
Netherlands,2006,13172.83
Netherlands,2023,14792.13
Netherlands,2022,14629.47
Norway,2020,4428.675
Norway,2019,4392.85
Norway,2005,3306.7
Norway,2004,3273.35
Norway,2003,3246.275
Norway,2002,3223.45
Norway,2001,3201.25
Norway,2000,3187.375
Norway,2018,4354.525
Norway,2017,4328.8
Norway,2016,4289.775
Norway,2015,4246.925
Norway,2014,4196.125
Norway,2013,3789.95
Norway,2012,3736.975
Norway,2011,3672.775
Norway,2010,3610.25
Norway,2009,3550.825
Norway,2008,3496.3
Norway,2007,3436.75
Norway,2006,3389.8
Norway,2023,4565.825
Norway,2022,4471.15
Colombia,2014,33248.39
Colombia,2013,32737.34
Colombia,2012,32218.51
Colombia,2011,31684.45
Colombia,2010,31135.95
Colombia,2009,30582.76
Colombia,2008,30024.63
Colombia,2007,29488.73
Colombia,2023,39547.23
Colombia,2022,38996.57
Colombia,2021,38432.47
Colombia,2020,37444.98
Colombia,2019,36610.77
Colombia,2018,35671.27
Colombia,2017,34912.75
Colombia,2016,34316.77
Portugal,2018,8851.825
Portugal,2017,8853.15
Portugal,2003,8770
Portugal,2002,8732.75
Portugal,2001,8677.425
Portugal,2000,8595.925
Portugal,1999,8505.475
Portugal,1998,8440
Portugal,2016,8858.675
Portugal,2015,8866.2
Portugal,2014,8883.45
Portugal,2013,8911.875
Portugal,2012,8947.5
Portugal,2011,8970.475
Portugal,2010,8965.425
Portugal,2009,8941.175
Portugal,2008,8921.475
Portugal,2007,8893.025
Portugal,2006,8859.825
Portugal,2005,8828
Portugal,2004,8801.3
Portugal,2023,8957.8
Portugal,2022,8909.825
Portugal,2021,8911
Portugal,2020,8902.875
Israel,2015,6000.117
Israel,2014,5884.75
Israel,2000,4486.6
Israel,1999,4358.375
Israel,1998,4242.825
Israel,1997,4129.1
Israel,1996,4019.925
Israel,1995,3903.225
Israel,2013,5775.092
Israel,2012,5671.958
Israel,2011,5584.85
Israel,2010,5488.575
Israel,2009,5398.725
Israel,2008,5232.9
Israel,2007,5142.4
Israel,2006,5053.125
Israel,2005,4963.35
Israel,2004,4876
Israel,2003,4791.75
Israel,2002,4706.175
Israel,2001,4604.75
Israel,2023,7048.55
Israel,2022,6877.8
Israel,2021,6738.133
Israel,2020,6619.633
Israel,2019,6493.742
Israel,2018,6363.075
Israel,2017,6238.783
Slovak Republic,2019,4592.4
Slovak Republic,2018,4593.4
Slovak Republic,2004,4409.825
Slovak Republic,2003,4352.725
Slovak Republic,2002,4347.775
Slovak Republic,2001,4342.325
Slovak Republic,2000,4307.9
Slovak Republic,1999,4267.45
Slovak Republic,2017,4595.1
Slovak Republic,2016,4594.2
Slovak Republic,2015,4591.2
Slovak Republic,2014,4586
Slovak Republic,2013,4580.3
Slovak Republic,2012,4571.75
Slovak Republic,2011,4560.9
Slovak Republic,2010,4588
Slovak Republic,2009,4568.85
Slovak Republic,2008,4535
Slovak Republic,2007,4508.775
Slovak Republic,2006,4493.55
Slovak Republic,2005,4446.525
Slovak Republic,2023,4498.5
Slovak Republic,2022,4507.9
Slovak Republic,2021,4534.1
Italy,2018,52027.23
Italy,2017,52052.52
Italy,2003,49128.9
Italy,2002,49110.75
Italy,2001,48964.6
Italy,2000,48772.2
Italy,1999,48586.75
Italy,1998,48470.05
Italy,2016,52058.45
Italy,2015,52070.23
Italy,2014,52009.1
Italy,2013,51767.88
Italy,2012,51457.25
Italy,2011,51221.07
Italy,2010,50995.8
Italy,2009,50756.25
Italy,2008,50415.2
Italy,2007,49998.07
Italy,2006,49742.07
Italy,2005,49448.13
Italy,2004,49022.68
Italy,2023,51184.98
Italy,2022,51174.6
Italy,2021,51305.68
Italy,2020,51977.23
European Union (27 countries from 01/02/2020),2012,367132.1
European Union (27 countries from 01/02/2020),2011,366269.9
European Union (27 countries from 01/02/2020),2010,366002.8
European Union (27 countries from 01/02/2020),2009,368411.6
European Union (27 countries from 01/02/2020),2008,367243.1
European Union (27 countries from 01/02/2020),2007,365429
European Union (27 countries from 01/02/2020),2006,363477.2
European Union (27 countries from 01/02/2020),2005,361398
European Union (27 countries from 01/02/2020),2023,376426.8
European Union (27 countries from 01/02/2020),2022,374617.1
European Union (27 countries from 01/02/2020),2021,373492.2
European Union (27 countries from 01/02/2020),2020,373912.2
European Union (27 countries from 01/02/2020),2019,373249.6
European Union (27 countries from 01/02/2020),2018,372713.2
European Union (27 countries from 01/02/2020),2017,372230.2
European Union (27 countries from 01/02/2020),2016,371860.3
European Union (27 countries from 01/02/2020),2015,371150.8
European Union (27 countries from 01/02/2020),2014,370130.1
Lithuania,2012,2550.75
Lithuania,2011,2581.675
Lithuania,2010,2671.9
Lithuania,2009,2702.2
Lithuania,2008,2715
Lithuania,2007,2729.3
Lithuania,2006,2744.9
Lithuania,2005,2780
Lithuania,2023,2450.875
Lithuania,2022,2402.4
Lithuania,2021,2365.4
Lithuania,2020,2370.25
Lithuania,2019,2368.25
Lithuania,2018,2379.85
Lithuania,2017,2405.725
Lithuania,2016,2449.075
Lithuania,2015,2483.05
Lithuania,2014,2506.525
Brazil,2010,37691.79
Brazil,2009,37122.54
Brazil,2008,36510.8
Brazil,2007,35900.31
Brazil,2006,35272.97
Brazil,2005,34808.44
Brazil,2004,34080.43
Brazil,2003,33400.73
Brazil,2014,40219.04
Brazil,2013,39471.96
Brazil,2012,38902.48
Sweden,2021,8412
Sweden,2020,8338.25
Sweden,2006,7523.4
Sweden,2005,7456.15
Sweden,2004,7393.7
Sweden,2003,7349.1
Sweden,2002,7305.825
Sweden,2001,7263.6
Sweden,2019,8311.85
Sweden,2018,8263.225
Sweden,2017,8205.825
Sweden,2016,8125.775
Sweden,2015,8060.45
Sweden,2014,8008.625
Sweden,2013,7959.125
Sweden,2012,7917.875
Sweden,2011,7876.7
Sweden,2010,7821.2
Sweden,2009,7754.3
Sweden,2008,7661.5
Sweden,2007,7597.8
Sweden,2023,8543.475
OECD,2014,1059321
OECD,2013,1049523
OECD,2012,1041842
OECD,2011,1032016
OECD,2010,1024507
OECD,2009,1018502
OECD,2008,1009309
OECD,2007,1000070
OECD,2023,1131444
OECD,2022,1121283
OECD,2021,1112853
OECD,2020,1107319
OECD,2019,1099319
OECD,2018,1091596
OECD,2017,1082672
OECD,2016,1076756
Australia,1998,14644.25
Australia,1997,14464
Australia,1983,11578.02
Australia,1982,11368.37
Australia,1981,11139.68
Australia,1980,10919.11
Australia,1979,10729.67
Australia,1978,10553.55
Australia,1996,14279.66
Australia,1995,14079.68
Australia,1994,13902.88
Australia,1993,13750.24
Australia,1992,13604.04
Australia,1991,13435.91
Australia,1990,13245.55
Australia,1989,13027.04
Australia,1988,12783.8
Australia,1987,12520.69
Australia,1986,12260.36
Australia,1985,12005.96
Australia,1984,11783.72
Australia,2023,21830.02
Australia,2022,21227.49
Australia,2021,20880.14
Australia,2020,20810.43
Australia,2019,20564.04
Australia,2018,20233.05
Australia,2017,19907.3
Australia,2016,19574.5
Australia,2015,19269.57
Australia,2014,18989.38
Australia,2013,18701.14
Australia,2012,18382.15
Australia,2011,18058.92
Australia,2010,17782.72
Australia,2009,17486.79
Australia,2008,17112.79
Australia,2007,16742.1
Australia,2006,16419.6
Australia,2005,16156.16
Australia,2004,15921.02
Australia,2003,15709.02
Australia,2002,15490.29
Australia,2001,15271.73
Australia,2000,15043.99
Poland,2020,30270.53
Poland,2019,30282.57
Poland,2005,31257.75
Poland,2004,31122.72
Poland,2003,30952.28
Poland,2002,31040.35
Poland,2001,30786.7
Poland,2000,30596.9
Poland,2018,30429.28
Poland,2017,30594.45
Poland,2016,30702.75
Poland,2015,30962.1
Poland,2014,30984.32
Poland,2013,31036.35
Poland,2012,31037.68
Poland,2011,31002.53
Poland,2010,30955.03
Poland,2009,31460.38
Poland,2008,31372.43
Poland,2007,31392.05
Poland,2006,31365.18
Poland,2023,30161.3
Poland,2022,30013.6
Greece,1998,8680.275
Greece,2023,9037
Greece,2022,9050.15
Greece,2021,9065.35
Greece,2020,9078.95
Greece,2019,9103.525
Greece,2018,9140.15
Greece,2017,9176.925
Greece,2016,9212.8
Greece,2015,9246.55
Greece,2014,9282.1
Greece,2013,9309.5
Greece,2012,9344.8
Greece,2011,9372.85
Greece,2010,9399.4
Greece,2009,9431.1
Greece,2008,9435.125
Greece,2007,9412.325
Greece,2006,9374.1
Greece,2005,9332.3
Greece,2004,9285.325
Greece,2003,9234.525
Greece,2002,9188.375
Greece,2001,9156.075
Greece,2000,8839.875
Mexico,2012,84772.31
Mexico,2011,83187.11
Mexico,2010,81635.95
Mexico,2009,80156.81
Mexico,2008,78008.34
Mexico,2007,76362.64
Mexico,2006,74806.09
Mexico,2005,73541.81
Mexico,2023,100308.9
Mexico,2022,99171.59
Mexico,2021,97801.59
Mexico,2020,95878.27
Mexico,2019,94033.84
Mexico,2018,92171.81
Mexico,2017,90055.48
Mexico,2016,89927.76
Mexico,2015,88456.05
Mexico,2014,86867.26
Euro area (20 countries),2012,279452
Euro area (20 countries),2011,278541.6
Euro area (20 countries),2010,278198.4
Euro area (20 countries),2009,278863.2
Euro area (20 countries),2008,277919.2
Euro area (20 countries),2007,276260.4
Euro area (20 countries),2006,274488.1
Euro area (20 countries),2005,272681.3
Euro area (20 countries),2023,294623.6
Euro area (20 countries),2022,292777.3
Euro area (20 countries),2021,290999.7
Euro area (20 countries),2020,287526.8
Euro area (20 countries),2019,286783.5
Euro area (20 countries),2018,286030.1
Euro area (20 countries),2017,285293.7
Euro area (20 countries),2016,284707.5
Euro area (20 countries),2015,283676.1
Euro area (20 countries),2014,282577.5
Türkiye,2013,55595.75
Türkiye,2012,54721.32
Türkiye,2011,53587.68
Türkiye,2010,52539.02
Türkiye,2009,51682.23
Türkiye,2008,50815.3
Türkiye,2007,49994.15
Türkiye,2006,49172.48
Türkiye,2023,65424.25
Türkiye,2022,64678.25
Türkiye,2021,63707.75
Türkiye,2020,62576.65
Türkiye,2019,61467.88
Türkiye,2018,60653.27
Türkiye,2017,59892.75
Türkiye,2016,58739.02
Türkiye,2015,57869.55
Mexico,2012,84772.31
Mexico,2011,83187.11
Mexico,2010,81635.95
Mexico,2009,80156.81
Mexico,2008,78008.34
Mexico,2007,76362.64
Mexico,2006,74806.09
Mexico,2005,73541.81
Mexico,2023,100308.9
Mexico,2022,99171.59
Mexico,2021,97801.59
Mexico,2020,95878.27
Mexico,2019,94033.84
Mexico,2018,92171.81
Mexico,2017,90055.48
Mexico,2016,89927.76
Mexico,2015,88456.05
Mexico,2014,86867.26
Germany,2012,68840.98
Germany,2011,68540.42
Germany,2010,68786.4
Germany,2009,70210.23
Germany,2008,70357.02
Germany,2007,70313
Germany,2006,70250.63
Germany,2005,70069.98
Germany,2023,72132.02
Germany,2022,71670
Germany,2021,71052.58
Germany,2020,71130.88
Germany,2019,70694.35
Germany,2018,70790.2
Germany,2017,70715.42
Germany,2016,70550.9
Germany,2015,70070.05
Germany,2014,69463.33
Chile,2006,12421.58
Chile,2005,12238.47
Chile,1991,9332.883
